SOLUTION_ID,CASE_ID,ORIGIN,SOLUTION_NO_KP,SOLUTION_FIRST_KP_NAME,SOLUTION_SECOND_KP_NAME,NODE1_PATH1_CATEGORY,NODE1_PATH1_TYPE,NODE1_PATH1_REFERENCE,NODE2_PATH1_CATEGORY,NODE2_PATH1_TYPE,NODE2_PATH1_REFERENCE,NODE1_PATH2_CATEGORY,NODE1_PATH2_TYPE,NODE1_PATH2_REFERENCE,NODE2_PATH2_CATEGORY,NODE2_PATH2_TYPE,NODE2_PATH2_REFERENCE,EDGE1_PATH1_PREDICATE,EDGE1_PATH1_ENDS,EDGE1_PATH1_REFERENCE,EDGE1_PATH2_PREDICATE,EDGE1_PATH2_ENDS,EDGE1_PATH2_REFERENCE
1123,Q001092,DERIVED,2,Clinical-COHD,Automat,biolink:Procedure,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
1124,Q001093,DERIVED,2,Clinical-COHD,Multiomics-Wellness,biolink:Procedure,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1125,Q001094,DERIVED,2,Clinical-COHD,MolePro,biolink:Procedure,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1126,Q001095,DERIVED,2,Clinical-COHD,MolePro,biolink:Procedure,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1127,Q001096,DERIVED,2,Clinical-COHD,Genetics,biolink:Procedure,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
1128,Q001097,DERIVED,2,Clinical-COHD,Automat,biolink:Procedure,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
1129,Q001098,DERIVED,2,Clinical-COHD,Multiomics-Wellness,biolink:Procedure,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1130,Q001099,DERIVED,2,Clinical-COHD,MolePro,biolink:Procedure,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1131,Q001100,DERIVED,2,Clinical-COHD,MolePro,biolink:Procedure,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:interacts_with,n00:n01,e00
1132,Q001101,DERIVED,2,Clinical-COHD,MolePro,biolink:Procedure,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1133,Q001102,DERIVED,2,Clinical-COHD,Genetics,biolink:Procedure,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
1134,Q001103,DERIVED,2,Clinical-COHD,Automat,biolink:Procedure,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
1135,Q001104,DERIVED,2,Clinical-COHD,Multiomics-Wellness,biolink:Procedure,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1136,Q001105,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1137,Q001105,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1138,Q001106,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1139,Q001106,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1140,Q001107,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1141,Q001107,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1142,Q001108,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1143,Q001108,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1144,Q001109,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1145,Q001109,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1146,Q001110,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1147,Q001110,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1148,Q001111,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1149,Q001111,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1150,Q001112,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1151,Q001112,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1152,Q001113,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1153,Q001113,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1154,Q001114,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1155,Q001114,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1156,Q001115,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1157,Q001115,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1158,Q001116,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1159,Q001116,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1160,Q001117,DERIVED,2,Multiomics-EHR,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1161,Q001117,DERIVED,2,Multiomics-Wellness,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1162,Q001118,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1163,Q001118,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1164,Q001119,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1165,Q001119,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1166,Q001120,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1167,Q001120,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1168,Q001121,DERIVED,2,Multiomics-EHR,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1169,Q001121,DERIVED,2,Multiomics-Wellness,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1170,Q001122,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1171,Q001122,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1172,Q001123,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1173,Q001123,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1174,Q001124,DERIVED,2,Multiomics-EHR,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1175,Q001124,DERIVED,2,Multiomics-Wellness,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1176,Q001125,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1177,Q001125,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1178,Q001126,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1179,Q001126,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1180,Q001127,DERIVED,2,Multiomics-EHR,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1181,Q001127,DERIVED,2,Multiomics-Wellness,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1182,Q001128,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1183,Q001128,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1184,Q001129,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1185,Q001129,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1186,Q001130,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1187,Q001130,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1188,Q001131,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1189,Q001131,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1190,Q001132,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1191,Q001132,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1192,Q001133,DERIVED,2,Multiomics-EHR,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1193,Q001133,DERIVED,2,Multiomics-Wellness,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1194,Q001134,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1195,Q001134,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1196,Q001135,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1197,Q001135,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1198,Q001136,DERIVED,2,Multiomics-EHR,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1199,Q001136,DERIVED,2,Multiomics-Wellness,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1200,Q001137,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1201,Q001137,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
1202,Q001138,DERIVED,2,Multiomics-EHR,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1203,Q001138,DERIVED,2,Multiomics-Wellness,MolePro,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
1204,Q001139,DERIVED,2,Multiomics-EHR,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
1205,Q001139,DERIVED,2,Multiomics-Wellness,Multiomics-Wellness,biolink:Protein,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
